LPTS_LPT_ID,EX_TITLE
301,Koresponduje SMS na podstawie instrukcji wizualnej
301,Koresponduje SMS na podstawie częściowo wycofanej instrukcji wizualnej
301,Koresponduje SMS samodzielnie bez podpiedzi wizualnej
302,Pisze i wysyła kartki pocztowe na podstawie podpowiedzi wizualnej
302,Pisze i wysyłą kartki pocztowe na podstawie częściowo wycofanej podpowiedzi wizualnej
302,"Pisze i wysyła kartki pocztowe samodzielnie, bez podpowiedzi wizualnej"
303,PIsze i wysyła listy na podstawie podpowiedzi wizualnej
303,PIsze i wysyła listy na podstawie częściowo wycofanej podpowiedzi wizualnej
303,"PIsze i wysyła listy samodzielnie, bez podpowiedzi wizualnej"
304,"1 zł, 2 zł, 5 zł"
304,"10 zł, 20 zł, 50 zł"
304,"100 zł, 200 zł"
304,Miks nominały i banknoty
305,"1 zł, 2 zł, 5 zł"
305,"10 zł, 20 zł, 50 zł"
305,"100 zł, 200 zł"
306,monety
306,banknoty
306,miks monety i banknoty
314,Podchodzi do zmywarki
315,Odnosi pojemnik
315,Bierze pojemnik z przyborami oburącz
315,Zanosi pojemnik do umywalki
315,Stawia pojemnik na umywalce
315,Podnosi Płyn w sprayu prawą ręką
315,Podchodzi do lewej krawędzi lustra
315,Robi 2 kroki w prawo
315,Robi 2 kroki w prawo
315,Robi 2 kroki w prawo
315,Robi 2 kroki w prawo
315,Robi 2 kroki w prawo
315,Pryska płynem (naciska kciukiem) na lustro 3 x w jego lewej środkowej części
315,Pryska płynem (naciska kciukiem) na lustro 3 x w jego lewej środkowej części
315,Pryska płynem (naciska kciukiem) na lustro 3 x w jego lewej środkowej części
315,Odkłada płyn do koszyczka
315,Wyjmuje maszynkę prawą ręką
315,Włącza maszynkę (naciska kciukiem)
315,Opuszcza maszynkę na lewy górny róg lustra
315,Przesuwa maszynkę  po powierzchni krótkimi ruchami pionowymi 5 x do połowy lustra
315,Przesuwa maszynkę  po powierzchni krótkimi ruchami pionowymi 5 x do połowy lustra
315,Przesuwa maszynkę  po powierzchni krótkimi ruchami pionowymi 5 x do połowy lustra
315,Opuszcza maszynkę na środkową górną krawędź lustra
315,Opuszcza maszynkę na prawą górną krawędź lustra
315,Przesuwa maszynkę po powierzchni krótkimi ruchami pionowymi 5 x do połowy lustra
315,Podchodzi ponownie do lewej krawędzi lustra
315,Opuszcza maszynkę na lewą krawędź lustra w środkowej części
315,Przesuwa maszynkę po powierzchni krótkimi ruchami pionowymi 5 x do dołu lustra
315,Opuszcza maszynkę na prawą środkową krawędź lustra
315,Wyłącza maszynkę
315,Odstawia maszynkę do pojemnika
337,przeliczanie do 5
337,przeliczanie do 10
337,przeliczanie do 15
337,Przeliczanie do 20
338,identyfikowanie cyfr do 5
338,identyfkowanie cyfr do 10
338,identyfkowanie cyfr do 15
338,identyfikowanie cyfr do 20
339,dopasowywanie ilości do cyfry w zakresie do 5
339,dopasowywanie ilości do cyfry w zakresie do 10
339,dopasowywanie ilości do cyfry w zakresie do 15
339,dopasowywanie ilości do cyfry w zakresie do 20
340,Dodawanie w zakresie 5
340,Dodawanie w zakresie 10
340,Dodawanie w zakresie 15
340,Dodawanie w zakresie 20
340,Odejmowanie w zakresie 5
340,odejmowanie w zakresie 10
340,Odejmowanie w zakresie 15
340,odejmowanie w zakresie 20
340,Mnożenie w zakresie 10
340,Mnożenie w zakresie 20
340,Dzielenie w zakresie 10
340,Dzielenie w zakresie 20
341,Zadania oparte na dodawaniu w zakresie do 10
341,Zadania oparte na dodawaniu w zakresie do 20
341,Zadania oparte na odejmowaniu w zakresie do 10
341,Zadania oparte na odejmowaniu w zakresie do 20
379,Prosi po uzbieraniu punktów na przerwę
379,Prosi w sytuacji gdy potrzebuje przerwy
380,"Komunikat ""Proszę o łyżkę!"" z wykorzystaniem PECS"
380,"Komunikat ""Proszę o piskak !"" z wykorzystaniem PECS"
380,"Komunikat ""Proszę o puzzel!"" z wykorzystaniem PECS"
385,"Klaśnij, przybij piątkę, załóż ręce, pomachaj, pokaż głowę"
386,"Pokaż stół, pokaż okno, powiedz ""Mama"", tupnij, podnieś "
387,"Pokaż lampę, pokaż oko, przysuń krzesło, zamknij drzwi, powiedz ""Buty"""
388,"Przerwanie zadania, kontakt wzrokowy i reakcja werbalna ""Co?"""
388,"Przerwanie zadania, kontakt wzrokowy i reakcja werbalna ""Tak?"""
388,"Przerwanie zadania, kontakt wzrokowy i reakcja werbalna ""Proszę?"""
388,"Przerwanie zadania, kontakt wzrokowy i reakcja werbalna ""Słucham?"""
411,Samodzielnie korzystaz z komputera w czasie wolnym
418,Klaśnij i tupnij
418,Wstań i pomachaj
418,Usiądź  i podnieś ręce
419,Dotknij ścianę i pokaż okno
419,Dotknij drzwi i pokaż lampę
419,Dotknij podłogę i pokaż komodę
426,Pokaż lampę/ stół
426,Pokaż okno/ szafę
426,Pokaż krzesło/ drzwi
426,Pokaz fotel/ kanapę
426,Pokaż okno/ komodę
427,Pokaż lodówkę/ zlew
427,Pokaż kuchenkę/ szafkę
427,Pokaż kosz na śmieci/ zmywarkę
428,Pokaż pralkę/ umywalkę
428,Pokaż wannę/ ubikację
429,Pokaż lampę
429,Pokaż stół
429,Pokaż okno
429,Pokaż drzwi
429,Pokaż krzesło
429,Pokaż komodę
429,Pokaż kanapę
429,Pokaż fotel
429,Pokaż telewizor
429,Pokaż komputer
430,Pokaż stół
430,Pokaż lodówkę
430,Pokaż kuchenkę
430,Pokaż zlew
430,Pokaż kosz na śmieci
431,Pokaż wannę
431,Pokaż ubikację
431,Pokaż umywalkę
431,Pokaż pralkę
431,Pokaż prysznic
434,E
454,Pokaż Pana (ią) + imię osoby
454,Pokaż Mamę
454,Pokaż Tatę
454,Pokaż + imię osoby
455,Pokaż Pana (ią) + imię osoby
455,Pokaż Ciocię
455,Pokaż Wujka
455,Pokaż kuzyna + imię
455,Pokaż kuzynkę + imię
455,Pokaż Mamę
455,Pokaż Tatę
455,Pokaż babcię
455,Pokaż dziadka
455,Pokaż siostrę
455,Pokaż brata
455,Pokaż + imię osoby
456,Daj (dany przedmiot) bratu!
456,Daj (dany przedmiot) siostrze!
456,Daj (dany przedmiot) siostrze!
456,Daj (dany przedmiot) + imię osoby
456,Daj (dany przedmiot) Panu (i) + imię nauczyciela
456,Daj (dany przedmiot) Mamie
456,Daj (dany przedmiot) Tacie
456,Daj (dany przedmiot) Pani..
461,Pokaż mamę/ tatę
461,Pokaż siostrę/ brata
461,Pokaż babcię/ dziadka
461,Pokaż... (imię osoby)/ ...(imię osoby)
462,Pokaż mamę/ tatę
462,Pokaż... (imię osoby)/ ...(imię osoby)
462,Pokaż Panią.. (imię)/ Panią... (imię)
463,Daj (dany przemiot) Pani... / daj (dany przedmiot) Pani...
463,Daj (dany przedmiot) ... (imię kolegi/ daj (dany przedmiot).. imię kolegi
464,Czekanie 10 s
464,Czekanie 20 s
464,Czekanie 5 s.
464,Czekanie 15 s.
464,Czekanie 25 s
464,Czekanie 30 s
464,Czekanie 45 s
464,Czekanie 1 min
469,koło
469,kwadrat
469,Trójkąt
469,Koło i trójkąt
469,3 elementy
470,Dopasowuje 1 element
470,Dopasowuje 2 elementy
470,Dopasowuje 3 elementy
471,Dopasowuje wieloelementowe wkładanki
472,Dopasowuje 2 elementy (1 wpustka/1 wypustka)
472,Dopasowuje 2 elementy (2 wpustki/ 2 wypustki)
472,Dopasowuje wiele par puzzli (1 wpustka/ 1 wypustka)
472,Dopasowuje wieleelementowe puzzle
472,Dopasowuje 3 elementowe puzzle
472,Dopasowuje 5 elementowe puuzle
477,Daj auto
477,Daj but
477,Daj klocek
477,Daj książkę
477,Daj łyżkę
478,Daj auto
478,Daj but
478,Daj klocek
478,Daj książkę
478,Daj łyżkę
479,Daj/ pokaż gotowanie
479,Daj/ pokaż mycie
479,Daj/ pokaż pisanie
479,Daj/ pokaż bieganie
479,Daj/ pokaż sprzątanie
480,Pokaż kuchnię
480,Pokaż kino
480,Pokaż dworzec
480,Pokaż sklep
480,Pokaż basen
481,Pokaż lekarza
481,Pokaż kucharza
481,Pokaż nauczyciela
481,Pokaż policjanta
481,Pokaż malarza
482,Pokaż radość
482,Pokaż złość
482,Pokaż gniew
482,Pokaż zdziwienie
482,Pokaż smutek
483,Daj auto
483,Daj but
483,Daj klocek
483,Daj książkę
483,Daj łyżkę
484,Daj auto
484,Daj but
484,Daj klocek
484,Daj książkę
484,Daj łyżkę
485,Daj/ pokaż gotowanie
485,Daj/ pokaż mycie
485,Daj/ pokaż pisanie
485,Daj/ pokaż bieganie
486,Pokaż radość
486,Pokaż złość
486,Pokaż gniew
486,Pokaż zdziwienie
486,Pokaż smutek
487,Pokaż kuchnię
487,Pokaż kino
487,Pokaż dworzec
487,Pokaż sklep
487,Pokaż basen
488,Pokaż lekarza
488,Pokaż kucharza
488,Pokaż nauczyciela
488,Pokaż policjanta
488,Pokaż malarza
489,Pokaż oko
489,Pokaż głowę
489,pokaż brzuch
489,pokaż nos
489,Pokaż rękę
489,pokaż uszy
489,pokaż usta
489,Pokaż nogi
489,Pokaż włosy
490,Pokaż oko
490,Pokaż głowę
490,pokaż brzuch
490,pokaż nos
490,Pokaż rękę
490,pokaż uszy
490,pokaż usta
490,Pokaż nogi
490,Pokaż włosy
491,Pokaż oko
491,Pokaż głowę
491,pokaż brzuch
491,pokaż nos
491,Pokaż rękę
491,pokaż uszy
491,pokaż usta
491,Pokaż nogi
491,Pokaż włosy
492,Pokaż głowę/ brzuch/ nogę
492,Pokaż oko/ rękę/ stopę
492,Pokaż ucho/ kolano/ łokieć
492,Pokaż brwi/ policzki/ brodę/rzęsy/ włosy/ czoło
493,Pokaż głowę/ brzuch/ nogę
493,Pokaż oko/ rękę/ stopę
493,Pokaż ucho/ kolano/ łokieć
493,Pokaż brwi/ policzki/ brodę/rzęsy/ włosy/ czoło
494,Pokaż głowę/ brzuch/ nogę
494,Pokaż oko/ rękę/ stopę
494,Pokaż ucho/ kolano/ łokieć
494,Pokaż brwi/ policzki/ brodę/rzęsy/ włosy/ czoło
495,Daj auto/ klocek/ but
495,Daj auto/ książkę/ łyżkę
495,Daj but/ książkę/ auto
495,Daj łyżkę/ klocek/ auto
495,Daj but/ czapkę/ lalkę
496,Daj auto/ klocek/ but
496,Daj auto/ książkę/ łyżkę
496,Daj but/ książkę/ auto
496,Daj łyżkę/ klocek/ auto
496,Daj but/ czapkę/ lalkę
497,Daj/ pokaż: czesanie/ mycie/ bieganie
497,Daj/ pokaż: sprzątanie/ mycie/ pisanie
497,Daj/ pokaż: bieganie/ mycie/ pisanie
497,Daj/ pokaż: mycie/ gotowanie/ sprzątanie
497,Daj/ pokaż: pisanie/ mycie/ sprzątanie
498,Pokaż: łazienkę/park/ dworzec
498,Pokaż: kuchnię/ plac zabaw/ sklep
498,Pokaż: salon/ kościół/ basen
498,Pokaż: teatr/ gabinet lekarski/ boisko
498,Pokaż: salon fryzjerski/ przedpokój/ kino
499,Pokaż: lekarza/ malarza/ policjanta
499,Pokaż: kucharza/ nauczyciela/ policjanta
499,Pokaż: nauczyciela/ malarza/ kucharza
499,Pokaż: kolejarza/ policjanta/ strażaka
499,Pokaż: piekarza/ sprzedawcę/ aptekarza
500,Pokaż: radość/ smutek/ gniew
500,Pokaż: radość/ zdziwienie/ gniew
500,Pokaż: złość/ zdziwienie/ gniew
500,Pokaż: złość/radość/ zdziwienie
501,Rysowanie domu
502,Rysowanie lalki
503,Rysowanie balona
504,Rysowanie kota
505,Rysowania auta
506,"Kontur o grubości ok. 3 cm; przestrzeń do zakolorowania ok 0,5 cm"
506,"Kontur o grubości ok. 2 cm; przestrzeń do zakolorowania ok 1,5 cm"
506,"Kontur o grubości ok. 1 cm; przestrzeń do zakolorowania ok 2,5 cm"
506,Kontur o grubości ok. 0.5 cm; przestrzeń do zakolorowania ok 3 cm
506,Kontur o zwykłej grubości
507,Laminowanie 
508,Kserowanie
509,Skręcanie długopisów
510,Sortowanie śrub w sorterze
511,Wypalenie kubków
512,Przepisywanie tekstu
513,Wkładkowanie reklam
514,Składanie kartonów
515,Pakowanie kubków
516,1 obrazek do pokolorowania o zaznaczonym kolorze
516,2 obrazki do pokolorowania o zaznaczonym kolorze
516,Kilka obrazków do pokolorowania o zaznaczonym kolorze
516,"1 obrazek do pokolorowania oznaczony symbolem, obok obrazka legenda dotycząca symboli"
516,"2 obrazki do pokolorowania oznaczone symbolem, obok legenda dotycząca symboli"
516,"Kilka obrazków do pokolorowania oznaczone symbolem, obok legenda dotycząca symboli"
517,Na
517,Pod
517,Obok
517,Za
517,Przed
517,Pomiędzy
517,W
518,Picie
518,Jedzenie
518,Mycie
518,Czesanie
518,Ubieranie
518,Rozbieranie
518,Rysowanie
518,Budowanie
518,Pisanie
518,Czytanie
518,Pływanie
518,Bieganie
518,Gotowanie
519,Radość
519,Smutek
519,Złość
519,Gniew
519,Przerażenie
520,mama
520,TATA
520,Babcia
520,Dziadek
520,Pani.. (imię)
520,Pan (imię)
520,Kolega (imię kolegi)
521,mama
521,TATA
521,Babcia
521,Dziadek
521,Brat
521,Siostra
521,Pani.. (imię)
521,Pan (imię)
521,Kolega (imię kolegi)
523,Opisywanie przedmiotu 1 zdaniem
523,Opisywanie przedmiotu 2 zdaniami (określenie przedmiotu oraz jednego atrybutu)
523,"Opisywanie przedmiotu kilkoma zdaniamii (co najmniej 3 zdania, określenie przedmiotu oraz  kilku atrybutów)"
524,Opisywanie obrazka 1 zdaniem
524,Opisywanie obrazka  2 zdaniami
524,Opisywanie obrazka  kilkoma zdaniami (co najmniej 3 zdania)
525,auto
525,But
525,Klocek
525,kubek
525,Książka
525,talerz
525,ŁYŻKA
525,Czapka
525,Kredka
525,Długopis
525,Klej
526,auto
526,But
526,Klocek
526,kubek
526,Książka
526,talerz
526,ŁYŻKA
526,Czapka
526,Kredka
526,Długopis
526,Klej
527,Na
